age,job_n,marital_n,education_n,default_n,housing_n,loan_n,duration,campaign,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m
35,1,2,4,0,0,0,644.5,1,1.1,93.994,-36.4,4.856
26,4,0,5,0,0,0,523.0,1,1.1,93.994,-36.4,4.857
45,6,0,5,0,1,0,113.0,2,1.4,93.444,-36.1,4.964
30,2,0,5,0,0,0,573.0,1,1.1,93.994,-36.4,4.858
38,4,1,4,0,1,0,72.0,1,1.4,93.918,-42.7,4.962
40,4,0,1,0,0,0,115.0,3,-2.9,92.201,-31.4,0.821
30,2,1,5,0,0,0,266.0,1,1.1,93.994,-36.4,4.856
37,6,0,5,0,1,0,107.0,1,1.1,93.994,-36.4,4.859
37,4,0,3,0,1,0,46.0,3,1.1,93.994,-36.4,4.857
44,2,0,5,0,0,0,10.0,6,1.1,93.994,-36.4,4.856
36,3,2,3,0,1,0,422.0,1,-1.8,92.893,-46.2,1.299
52,0,0,0,0,0,0,644.5,1,1.4,93.918,-42.7,4.962
35,6,1,5,0,0,0,644.5,2,1.4,94.465,-41.8,4.967
29,2,0,5,0,1,1,245.0,1,-1.8,93.075,-47.1,1.445
32,4,1,4,0,1,0,329.0,1,-2.9,92.963,-40.8,1.268
27,2,1,5,0,0,0,200.0,6,-1.7,94.215,-40.3,0.827
33,1,1,1,0,0,0,105.0,1,-0.1,93.2,-42.0,4.153
42,2,0,5,0,0,0,68.0,2,1.4,93.444,-36.1,4.967
39,3,0,3,0,1,0,113.0,6,1.4,93.918,-42.7,4.957
53,2,0,1,0,1,0,45.0,1,-1.8,92.893,-46.2,1.25
52,8,0,5,0,1,0,322.0,1,-2.9,92.963,-40.8,1.26
33,6,0,5,0,1,0,47.0,1,-0.1,93.2,-42.0,4.153
31,3,0,3,0,1,0,161.0,5,-1.8,92.893,-46.2,1.291
32,3,0,4,0,0,0,644.5,1,1.1,93.994,-36.4,4.855
47,6,0,5,0,1,0,469.0,2,-1.8,92.893,-46.2,1.344
31,1,1,4,0,1,0,202.0,2,1.4,94.465,-41.8,4.959
31,6,1,5,0,1,0,466.0,1,-0.1,93.2,-42.0,4.153
28,3,0,3,0,1,1,210.0,2,1.4,94.465,-41.8,4.96
43,3,0,0,0,1,0,264.0,1,-1.8,92.893,-46.2,1.281
43,2,2,5,0,1,0,418.0,1,-2.9,92.963,-40.8,1.262
56,5,0,4,0,0,0,139.0,2,1.4,93.444,-36.1,4.965
28,1,0,3,0,0,0,396.0,3,-1.8,92.893,-46.2,1.266
29,2,0,5,0,0,1,14.0,5,1.4,93.444,-36.1,4.966
35,3,0,0,0,1,0,291.0,3,-1.8,92.893,-46.2,1.354
38,3,2,1,0,0,0,329.0,6,1.4,94.465,-41.8,4.961
44,6,2,5,0,0,0,644.5,1,-1.8,93.075,-47.1,1.479
57,2,0,5,0,0,0,214.0,1,-2.9,92.963,-40.8,1.252
39,2,0,5,0,0,0,78.0,1,1.1,93.994,-36.4,4.857
34,2,0,5,0,1,0,22.0,5,1.4,94.465,-41.8,4.959
39,2,0,4,0,0,0,219.0,2,-3.4,92.431,-26.9,0.728
59,5,0,4,0,1,0,437.0,1,-2.9,92.963,-40.8,1.26
59,0,0,0,0,0,0,148.0,1,1.4,93.444,-36.1,4.967
43,2,0,5,0,1,0,145.0,2,1.4,93.918,-42.7,4.961
43,1,0,1,0,0,0,174.0,2,1.1,93.994,-36.4,4.857
56,1,1,1,0,1,0,219.0,2,-0.1,93.2,-42.0,4.021
33,0,0,1,0,1,0,154.0,2,1.4,94.465,-41.8,4.962
27,3,1,3,0,1,0,282.0,1,-1.8,92.893,-46.2,1.281
51,4,0,1,0,0,0,108.0,1,1.4,93.444,-36.1,4.967
42,2,1,5,0,1,1,115.0,1,1.4,93.918,-42.7,4.957
38,7,0,0,0,0,0,55.0,1,1.4,94.465,-41.8,4.961
46,2,2,5,0,1,0,201.0,6,-1.8,93.075,-47.1,1.415
33,3,0,0,0,0,0,21.0,6,1.1,93.994,-36.4,4.858
35,3,0,0,0,1,0,180.0,6,1.4,94.465,-41.8,4.864
38,1,1,1,0,1,0,83.0,5,-2.9,92.201,-31.4,0.851
30,4,0,4,0,1,0,613.0,1,-0.1,93.2,-42.0,4.153
27,3,0,3,0,1,0,135.0,1,-1.8,92.893,-46.2,1.327
31,3,1,1,0,1,0,197.0,1,-1.8,92.893,-46.2,1.313
29,3,0,3,0,0,0,65.0,5,1.1,93.994,-36.4,4.857
45,2,0,5,0,0,0,484.0,6,1.4,94.465,-41.8,4.866
28,2,1,5,0,1,0,160.0,6,1.4,93.918,-42.7,4.962
33,3,0,3,0,0,0,281.0,6,1.4,94.465,-41.8,4.864
53,8,0,5,0,0,0,404.0,2,1.1,93.994,-36.4,4.855
35,4,2,0,0,1,0,514.0,1,-1.1,94.767,-50.8,1.035
37,3,0,2,0,0,0,221.0,2,1.1,93.994,-36.4,4.856
39,1,0,4,0,1,1,148.0,2,-0.1,93.2,-42.0,4.191
43,2,0,1,0,0,0,81.0,3,1.4,93.918,-42.7,4.962
45,2,1,1,0,1,1,78.0,1,1.1,93.994,-36.4,4.858
49,3,0,3,0,0,0,283.0,3,1.1,93.994,-36.4,4.859
48,2,0,1,0,1,0,62.0,1,1.4,93.444,-36.1,4.963
49,4,0,5,0,1,0,160.0,6,1.4,93.918,-42.7,4.968
51,9,2,5,0,0,1,112.0,2,1.1,93.994,-36.4,4.857
43,3,1,3,0,1,0,354.0,6,1.4,94.465,-41.8,4.962
33,6,1,5,0,1,1,274.0,2,1.1,93.994,-36.4,4.855
31,3,0,0,0,0,0,317.0,2,1.4,93.918,-42.7,4.963
51,3,0,5,0,1,0,71.0,1,1.1,93.994,-36.4,4.857
33,4,1,5,0,0,0,32.0,1,-1.8,92.893,-46.2,1.281
58,0,0,0,0,1,0,190.0,1,1.4,94.465,-41.8,4.866
27,10,1,5,0,1,0,354.0,2,-1.8,92.893,-46.2,1.354
38,3,1,0,0,1,0,187.0,2,1.1,93.994,-36.4,4.86
33,1,1,2,0,0,0,644.5,2,1.1,93.994,-36.4,4.857
41,3,1,2,0,1,0,261.0,1,-1.8,92.893,-46.2,1.313
49,2,1,5,0,1,0,51.0,1,-0.1,93.798,-40.4,4.912
41,6,0,1,0,0,0,97.0,1,-1.8,92.893,-46.2,1.244
39,1,0,1,0,0,0,5.0,2,1.1,93.994,-36.4,4.858
39,2,1,5,0,0,0,391.0,2,1.1,93.994,-36.4,4.86
45,2,0,4,0,0,0,49.0,1,1.4,93.918,-42.7,4.962
52,7,0,5,0,1,0,110.0,1,1.4,94.465,-41.8,4.959
33,2,0,5,0,0,0,58.0,1,1.4,93.444,-36.1,4.966
34,6,1,3,0,1,0,84.0,1,1.1,93.994,-36.4,4.86
36,6,0,3,0,1,0,503.0,2,-1.8,92.893,-46.2,1.334
30,2,0,5,0,1,0,71.0,2,1.4,93.918,-42.7,4.963
35,2,1,5,0,1,1,132.0,1,1.4,93.444,-36.1,4.965
32,1,0,1,0,1,1,184.0,6,1.1,93.994,-36.4,4.858
50,3,0,2,0,1,0,483.0,4,-1.8,92.893,-46.2,1.354
33,4,1,5,0,0,0,57.0,1,1.4,93.444,-36.1,4.963
36,2,1,5,0,1,0,72.0,1,-0.1,93.2,-42.0,4.12
29,3,1,3,0,0,0,135.0,2,1.4,93.918,-42.7,4.962
49,7,0,4,0,1,1,366.0,2,-3.4,92.649,-30.1,0.714
42,6,0,5,0,1,0,178.0,1,-0.1,93.2,-42.0,4.191
40,7,0,4,0,0,0,129.0,2,-0.1,93.2,-42.0,4.153
31,0,0,0,0,0,0,172.0,5,1.4,93.444,-36.1,4.966
38,1,1,3,0,1,0,203.0,2,1.1,93.994,-36.4,4.858
39,4,1,1,0,0,0,12.0,5,-1.8,92.893,-46.2,1.25
26,2,1,1,0,1,0,24.0,2,-1.8,92.893,-46.2,1.266
43,3,1,0,0,0,0,289.0,1,1.1,93.994,-36.4,4.857
60,5,0,5,0,1,0,576.0,1,1.1,93.994,-36.4,4.855
34,3,0,3,0,1,0,264.0,4,-1.8,92.893,-46.2,1.291
34,4,2,3,0,0,0,105.0,1,1.4,94.465,-41.8,4.864
57,4,2,4,0,1,0,181.0,4,-0.1,93.2,-42.0,4.191
41,4,2,1,0,0,0,82.0,2,1.4,93.444,-36.1,4.962
41,8,0,0,0,0,0,174.0,1,1.4,94.465,-41.8,4.865
64,5,0,5,0,0,0,252.0,4,-2.9,92.201,-31.4,0.849
53,8,0,5,0,1,0,61.0,4,-0.1,93.2,-42.0,4.021
46,2,2,1,0,1,0,297.0,1,-2.9,92.469,-33.6,1.044
22,1,1,1,0,1,0,147.0,1,-2.9,92.963,-40.8,1.26
40,4,0,1,0,1,0,83.0,1,-2.9,92.201,-31.4,0.821
30,2,1,1,0,1,0,644.5,4,1.4,93.918,-42.7,4.96
88,5,2,0,0,1,0,85.0,1,-1.8,92.843,-50.0,1.663
37,3,1,3,0,0,0,644.5,3,1.1,93.994,-36.4,4.859
28,9,0,3,0,1,1,262.0,1,1.4,94.465,-41.8,4.967
48,4,2,4,0,0,0,204.0,5,1.4,94.465,-41.8,4.865
39,3,0,2,0,0,1,223.0,2,-1.8,92.893,-46.2,1.281
37,3,2,4,0,1,0,75.0,1,-0.1,93.2,-42.0,4.076
56,2,0,0,0,1,0,105.0,1,1.4,93.918,-42.7,4.963
36,3,0,3,0,0,0,95.0,1,1.1,93.994,-36.4,4.859
26,7,1,5,0,1,0,136.0,3,-1.8,93.075,-47.1,1.423
35,2,0,3,0,0,1,271.0,3,1.4,94.465,-41.8,4.961
51,3,0,0,0,1,0,162.0,1,1.1,93.994,-36.4,4.858
36,1,1,2,0,0,0,255.0,3,1.4,94.465,-41.8,4.865
28,8,1,5,0,1,0,64.0,1,-1.8,93.075,-47.1,1.405
30,1,1,1,0,1,0,65.0,2,-1.8,92.893,-46.2,1.25
50,5,0,0,0,1,0,236.0,1,1.4,93.918,-42.7,4.957
47,6,0,5,0,1,0,84.0,1,-0.1,93.2,-42.0,4.153
40,2,2,1,0,0,0,170.0,1,1.4,94.465,-41.8,4.866
33,1,1,1,0,1,0,326.0,5,1.4,94.465,-41.8,4.961
56,1,0,1,0,0,0,331.0,1,1.1,93.994,-36.4,4.855
33,2,2,5,0,0,0,325.0,2,1.1,93.994,-36.4,4.857
48,2,0,5,0,1,1,200.0,1,-1.8,93.749,-34.6,0.644
39,2,0,5,0,0,0,104.0,1,1.1,93.994,-36.4,4.857
43,4,1,5,0,1,0,534.0,1,1.4,93.918,-42.7,4.958
27,2,0,1,0,1,0,175.0,1,-1.8,92.893,-46.2,1.334
34,4,0,4,0,1,1,207.0,4,1.1,93.994,-36.4,4.857
43,0,0,0,0,0,0,296.0,1,1.4,93.918,-42.7,4.962
44,4,1,4,0,1,0,112.0,1,1.4,93.444,-36.1,4.964
30,4,1,4,0,1,0,93.0,4,1.4,93.444,-36.1,4.968
33,4,0,5,0,0,0,200.0,1,-0.1,93.2,-42.0,4.12
36,6,0,5,0,0,0,148.0,1,-1.8,93.369,-34.8,0.654
48,3,0,3,0,0,0,454.0,4,1.4,94.465,-41.8,4.958
47,1,0,1,0,1,0,247.0,6,1.4,94.465,-41.8,4.959
32,1,0,1,0,1,0,644.5,2,1.4,94.465,-41.8,4.864
37,6,1,5,0,1,0,58.0,1,-1.8,92.893,-46.2,1.344
35,3,0,5,0,1,0,87.0,2,1.4,93.918,-42.7,4.961
40,2,2,4,0,1,0,339.0,2,1.1,93.994,-36.4,4.855
28,3,0,3,0,1,0,260.0,3,1.1,93.994,-36.4,4.856
32,3,0,2,0,1,0,31.0,5,1.4,94.465,-41.8,4.864
57,3,2,3,0,1,0,45.0,2,1.4,94.465,-41.8,4.864
27,0,1,1,0,0,0,293.0,2,1.4,93.918,-42.7,4.957
43,3,0,3,0,0,0,644.5,3,1.4,94.465,-41.8,4.962
25,3,0,0,0,0,1,521.0,1,1.4,93.918,-42.7,4.958
43,3,0,0,0,1,0,260.0,6,1.4,93.918,-42.7,4.96
54,4,0,4,0,0,1,281.0,3,1.4,93.444,-36.1,4.97
46,2,0,5,0,1,0,28.0,3,1.1,93.994,-36.4,4.857
56,4,0,4,0,1,0,83.0,1,1.4,93.444,-36.1,4.964
35,4,1,5,0,1,0,18.0,6,1.4,93.444,-36.1,4.962
40,3,0,2,0,0,0,83.0,5,-1.8,93.075,-47.1,1.405
29,2,0,1,0,1,0,112.0,4,-1.8,92.893,-46.2,1.244
47,3,0,0,0,1,0,177.0,1,-1.8,92.893,-46.2,1.281
50,3,0,5,0,1,1,10.0,6,-1.8,92.893,-46.2,1.299
30,2,1,1,0,1,0,464.0,2,-1.8,92.893,-46.2,1.266
27,3,0,3,0,0,0,128.0,1,1.4,93.918,-42.7,4.957
26,3,1,3,0,0,1,268.0,1,1.1,93.994,-36.4,4.857
38,8,1,5,0,0,1,270.0,2,1.1,93.994,-36.4,4.859
60,2,2,1,0,1,0,83.0,1,-1.8,92.893,-46.2,1.25
36,7,0,0,0,1,0,170.0,1,1.1,93.994,-36.4,4.856
42,9,0,1,0,1,0,247.0,1,1.4,93.918,-42.7,4.96
22,1,1,1,0,1,0,246.0,3,1.4,93.918,-42.7,4.961
40,3,0,1,0,0,0,158.0,3,1.1,93.994,-36.4,4.859
34,0,0,5,0,0,0,181.0,2,1.4,93.444,-36.1,4.963
35,8,0,3,0,1,0,57.0,4,1.4,93.444,-36.1,4.964
33,4,1,5,0,0,0,113.0,1,-0.1,93.2,-42.0,4.153
27,2,0,5,0,1,0,70.0,1,1.1,93.994,-36.4,4.855
45,7,0,2,0,0,0,211.0,2,1.4,93.918,-42.7,4.957
30,2,1,5,0,1,1,29.0,2,1.4,93.444,-36.1,4.966
37,3,0,3,0,1,0,357.0,1,-0.1,93.2,-42.0,4.12
52,3,0,1,0,0,0,644.5,4,1.4,94.465,-41.8,4.865
47,4,2,4,0,1,0,226.0,1,1.4,93.918,-42.7,4.957
40,1,1,1,0,1,1,20.0,6,1.4,94.465,-41.8,4.96
27,7,0,1,0,0,0,327.0,2,1.4,94.465,-41.8,4.864
32,2,1,5,0,1,1,178.0,1,1.1,93.994,-36.4,4.855
30,4,2,4,0,1,0,169.0,1,1.1,93.994,-36.4,4.857
29,2,1,5,0,1,0,144.0,3,1.4,93.444,-36.1,4.963
33,4,0,4,0,0,1,189.0,2,1.4,93.444,-36.1,4.964
50,3,0,3,0,1,0,644.5,2,-1.8,93.075,-47.1,1.41
31,1,1,1,0,1,0,644.5,2,-1.8,92.893,-46.2,1.291
36,2,1,2,0,1,0,402.0,2,-1.8,92.893,-46.2,1.334
39,1,0,1,0,1,0,107.0,1,-0.1,93.2,-42.0,4.153
33,9,0,5,0,1,1,285.0,2,1.4,93.918,-42.7,4.962
39,4,2,4,0,1,0,135.0,1,1.1,93.994,-36.4,4.855
47,3,0,3,0,1,0,380.0,1,-1.7,94.055,-39.8,0.713
25,4,0,4,0,1,0,551.0,4,-2.9,92.963,-40.8,1.252
31,3,1,1,0,1,0,160.0,1,-2.9,92.963,-40.8,1.099
30,2,0,5,0,0,0,212.0,2,1.1,93.994,-36.4,4.857
27,8,1,5,0,0,0,367.0,2,-1.8,92.893,-46.2,1.266
29,7,0,5,0,0,0,275.0,2,1.4,93.918,-42.7,4.958
43,2,2,5,0,0,0,644.5,1,-0.1,93.2,-42.0,4.12
55,4,0,3,0,1,0,72.0,6,1.4,93.918,-42.7,4.962
30,4,1,5,0,1,0,119.0,3,-1.8,92.893,-46.2,1.281
42,3,0,0,0,1,0,191.0,4,1.1,93.994,-36.4,4.856
48,3,0,3,0,1,0,644.5,3,-1.8,93.075,-47.1,1.445
32,2,1,1,0,0,0,243.0,4,1.4,93.444,-36.1,4.963
74,5,0,0,0,1,0,257.0,1,-2.9,92.963,-40.8,1.26
28,0,1,2,0,0,0,94.0,1,1.4,93.918,-42.7,4.96
37,4,0,4,0,0,0,292.0,2,-1.8,93.075,-47.1,1.405
29,2,1,5,0,1,0,77.0,6,1.4,93.918,-42.7,4.957
47,0,2,0,0,0,0,357.0,1,1.4,93.918,-42.7,4.96
26,1,1,5,0,1,0,551.0,1,-1.8,92.893,-46.2,1.327
37,3,0,4,0,1,0,340.0,3,1.4,93.918,-42.7,4.962
35,2,0,1,0,0,0,490.0,6,1.4,93.918,-42.7,4.958
41,8,0,5,0,1,1,442.0,2,1.1,93.994,-36.4,4.857
39,6,0,1,0,0,0,402.0,2,1.4,93.444,-36.1,4.968
43,4,0,4,0,1,0,166.0,3,-0.1,93.2,-42.0,4.153
41,4,1,4,0,1,0,103.0,1,1.1,93.994,-36.4,4.859
45,2,0,2,0,1,0,200.0,4,1.1,93.994,-36.4,4.857
32,2,1,5,0,0,0,644.5,1,1.4,93.444,-36.1,4.965
43,2,0,1,0,1,0,82.0,6,-0.1,93.2,-42.0,4.153
54,3,0,0,0,0,1,139.0,2,-1.8,92.893,-46.2,1.25
41,3,0,3,0,0,0,201.0,1,1.4,94.465,-41.8,4.864
46,6,0,1,0,1,1,140.0,2,-0.1,93.2,-42.0,4.153
26,2,1,5,0,0,0,541.0,1,-1.1,94.601,-49.5,0.959
25,3,1,3,0,1,0,74.0,1,1.4,94.465,-41.8,4.961
55,4,0,4,0,0,0,376.0,2,-1.8,93.075,-47.1,1.466
24,3,1,3,0,1,0,61.0,3,-1.8,92.893,-46.2,1.244
28,3,0,2,0,0,0,149.0,1,1.1,93.994,-36.4,4.855
40,1,0,3,0,1,0,264.0,2,-1.8,93.075,-47.1,1.365
31,2,1,5,0,1,0,325.0,2,1.1,93.994,-36.4,4.856
35,2,1,5,0,1,0,167.0,2,1.4,93.918,-42.7,4.96
35,1,2,1,0,1,0,211.0,5,-1.8,92.893,-46.2,1.291
44,4,0,4,0,1,0,371.0,2,1.4,94.465,-41.8,4.967
47,3,0,1,0,1,1,57.0,1,-1.8,92.893,-46.2,1.299
52,5,0,0,0,1,1,449.0,2,-1.8,93.075,-47.1,1.41
34,2,2,1,0,1,0,121.0,1,-1.8,93.075,-47.1,1.405
31,9,2,1,0,1,0,168.0,1,1.1,93.994,-36.4,4.857
33,3,0,0,0,1,0,102.0,1,1.4,93.918,-42.7,4.955
48,2,0,1,0,0,0,24.0,1,-0.1,93.2,-42.0,4.286
37,3,0,3,0,0,0,343.0,3,1.1,93.994,-36.4,4.864
88,5,2,0,0,1,1,82.0,2,-1.8,92.843,-50.0,1.663
52,4,2,3,0,1,1,257.0,1,1.1,93.994,-36.4,4.858
48,8,0,5,0,0,0,138.0,6,1.1,93.994,-36.4,4.856
50,4,0,4,0,0,0,402.0,4,-0.1,93.2,-42.0,4.021
33,3,0,3,0,1,0,580.0,2,-1.8,92.893,-46.2,1.327
39,3,0,3,0,1,0,253.0,1,-1.8,93.075,-47.1,1.483
33,4,2,4,0,1,0,110.0,2,1.1,93.994,-36.4,4.857
34,4,1,4,0,1,0,227.0,1,-1.8,92.843,-50.0,1.726
40,4,1,5,0,1,0,173.0,1,1.4,93.444,-36.1,4.963
57,2,0,5,0,1,0,101.0,3,1.4,93.444,-36.1,4.965
33,3,1,1,0,1,0,294.0,2,-0.1,93.2,-42.0,4.076
41,3,1,0,0,1,0,107.0,3,1.4,93.918,-42.7,4.96
47,3,0,0,0,0,0,136.0,2,1.4,93.918,-42.7,4.958
36,8,0,3,0,0,0,153.0,1,1.4,93.444,-36.1,4.968
33,2,0,5,0,0,1,69.0,1,-1.8,92.893,-46.2,1.299
30,2,1,5,0,1,1,75.0,4,1.4,93.444,-36.1,4.965
23,3,1,3,0,1,0,123.0,4,1.4,93.918,-42.7,4.963
34,1,1,2,0,1,0,249.0,1,-1.8,93.075,-47.1,1.405
44,1,2,1,0,1,1,164.0,1,-0.1,93.2,-42.0,4.191
41,2,1,1,0,0,0,466.0,2,-1.8,92.893,-46.2,1.244
42,2,1,3,0,0,1,408.0,1,1.1,93.994,-36.4,4.858
48,2,0,1,0,1,0,611.0,5,-1.8,92.893,-46.2,1.25
31,3,2,3,0,1,0,315.0,1,1.4,93.918,-42.7,4.963
32,1,0,1,0,1,0,127.0,2,1.1,93.994,-36.4,4.858
35,4,1,4,0,0,1,50.0,1,1.4,93.444,-36.1,4.97
33,4,2,5,0,1,1,260.0,1,1.4,93.918,-42.7,4.958
39,0,0,5,0,0,0,68.0,4,1.4,94.465,-41.8,4.959
36,1,1,1,0,1,0,335.0,6,1.4,93.918,-42.7,4.96
32,4,0,1,0,1,0,55.0,1,1.4,93.444,-36.1,4.965
54,9,2,1,0,0,1,268.0,6,1.4,93.918,-42.7,4.961
49,3,2,1,0,0,0,439.0,1,1.1,93.994,-36.4,4.857
41,6,0,5,0,0,0,345.0,2,1.1,93.994,-36.4,4.859
36,6,0,5,0,0,1,166.0,3,-3.4,92.649,-30.1,0.715
55,1,0,3,0,0,0,211.0,3,1.4,93.444,-36.1,4.963
41,4,0,4,0,1,0,410.0,3,1.4,93.918,-42.7,4.958
35,4,1,5,0,0,0,52.0,5,1.1,93.994,-36.4,4.86
34,2,1,4,0,0,0,130.0,1,-1.8,93.075,-47.1,1.365
45,9,2,5,0,0,0,462.0,4,-1.8,92.893,-46.2,1.25
38,2,0,5,0,1,0,270.0,1,1.1,93.994,-36.4,4.86
41,1,0,3,0,1,1,296.0,1,1.1,93.994,-36.4,4.856
39,2,0,1,0,1,0,0.0,4,1.1,93.994,-36.4,4.857
47,1,0,2,0,1,0,159.0,6,1.4,93.918,-42.7,4.962
40,1,0,1,0,1,0,85.0,6,1.4,94.465,-41.8,4.959
34,4,0,5,0,0,0,198.0,3,1.1,93.994,-36.4,4.857
45,3,0,0,0,1,0,204.0,1,1.1,93.994,-36.4,4.858
39,7,0,1,0,1,0,283.0,1,1.1,93.994,-36.4,4.855
30,3,1,3,0,1,0,386.0,2,1.1,93.994,-36.4,4.857
53,4,0,5,0,0,0,93.0,1,-1.8,93.369,-34.8,0.643
37,2,0,5,0,1,1,210.0,2,1.4,93.444,-36.1,4.968
32,2,2,5,0,0,0,315.0,2,1.1,93.994,-36.4,4.857
41,9,0,0,0,0,0,109.0,1,1.1,93.994,-36.4,4.859
37,7,0,4,0,1,0,318.0,2,-0.1,93.2,-42.0,4.076
42,3,1,5,0,1,0,130.0,1,-1.8,93.075,-47.1,1.405
37,4,1,1,0,0,0,500.0,1,1.4,93.918,-42.7,4.96
42,6,0,5,0,0,0,615.0,1,-0.1,93.798,-40.4,4.76
36,3,1,3,0,1,0,25.0,3,1.4,94.465,-41.8,4.959
36,1,0,1,0,0,0,49.0,2,1.4,94.465,-41.8,4.961
36,2,1,5,0,0,0,18.0,6,1.4,93.918,-42.7,4.968
37,2,2,1,0,0,0,131.0,2,-3.4,92.649,-30.1,0.722
35,6,1,5,0,0,0,126.0,1,1.1,93.994,-36.4,4.864
36,2,1,5,0,1,0,287.0,2,-0.1,93.2,-42.0,4.076
30,9,0,1,0,1,0,120.0,6,1.4,94.465,-41.8,4.962
59,5,0,3,0,0,0,25.0,6,1.4,94.465,-41.8,4.959
50,8,2,5,0,1,0,544.0,6,1.4,93.918,-42.7,4.963
48,3,0,1,0,1,1,644.5,3,1.4,94.465,-41.8,4.955
36,4,2,4,0,0,0,319.0,3,1.4,93.918,-42.7,4.962
38,9,0,3,0,0,1,133.0,2,1.4,93.918,-42.7,4.962
32,4,1,4,0,0,0,53.0,3,-1.8,92.893,-46.2,1.25
43,2,0,5,0,1,0,433.0,6,1.4,93.444,-36.1,4.962
34,6,0,5,0,1,0,294.0,6,1.4,93.444,-36.1,4.964
28,3,1,3,0,1,0,166.0,1,-1.8,92.893,-46.2,1.244
29,1,0,1,0,1,0,172.0,2,-1.8,92.893,-46.2,1.291
25,9,1,5,0,1,0,8.0,4,1.1,93.994,-36.4,4.857
53,8,2,5,0,0,0,397.0,3,1.4,93.918,-42.7,4.96
51,1,0,1,0,1,0,127.0,3,1.1,93.994,-36.4,4.859
41,6,0,5,0,0,0,184.0,2,1.1,93.994,-36.4,4.855
35,4,0,1,0,1,0,61.0,2,1.4,93.444,-36.1,4.963
40,3,0,2,0,1,0,480.0,1,1.4,93.918,-42.7,4.962
36,3,0,2,0,1,0,11.0,6,1.4,93.918,-42.7,4.968
38,7,0,0,0,0,0,644.5,1,1.4,93.918,-42.7,4.961
47,2,0,5,0,1,0,225.0,2,1.4,93.444,-36.1,4.965
40,4,0,3,0,0,1,171.0,4,1.1,93.994,-36.4,4.86
38,4,0,5,0,0,0,415.0,1,-3.0,92.713,-33.0,0.721
50,2,1,1,0,1,0,644.5,2,-3.0,92.713,-33.0,0.718
33,4,0,4,0,1,0,229.0,4,1.4,93.444,-36.1,4.966
54,6,0,5,0,0,0,11.0,6,1.4,93.444,-36.1,4.962
37,2,1,1,0,1,1,114.0,4,-1.7,94.215,-40.3,0.782
30,1,1,1,0,1,0,40.0,5,1.4,93.918,-42.7,4.961
56,3,0,5,0,1,1,210.0,1,1.4,93.918,-42.7,4.96
28,2,0,1,0,0,0,644.5,1,1.4,93.918,-42.7,4.963
22,10,1,1,0,1,0,9.0,6,-1.8,92.893,-46.2,1.266
58,1,0,1,0,1,0,644.5,3,1.4,94.465,-41.8,4.958
43,3,0,0,0,0,0,217.0,2,-1.8,92.893,-46.2,1.344
50,1,1,2,0,0,0,119.0,1,-1.8,93.075,-47.1,1.41
58,6,0,5,0,1,0,640.0,1,-1.8,92.893,-46.2,1.266
55,2,1,5,0,0,0,142.0,1,-0.1,93.2,-42.0,4.191
50,6,0,5,0,1,0,143.0,4,-1.8,93.075,-47.1,1.405
31,2,1,5,0,1,1,194.0,1,-1.1,94.199,-37.5,0.877
35,4,1,4,0,1,0,156.0,2,1.4,93.444,-36.1,4.965
35,7,0,5,0,0,0,360.0,5,-3.4,92.431,-26.9,0.733
39,3,1,0,0,0,0,470.0,6,1.4,93.918,-42.7,4.957
36,3,0,3,0,0,0,133.0,1,-1.8,92.893,-46.2,1.334
33,2,1,5,0,1,0,370.0,2,1.4,93.444,-36.1,4.964
52,6,0,5,0,0,0,95.0,5,1.4,93.444,-36.1,4.966
29,2,0,5,0,1,0,117.0,1,-0.1,93.2,-42.0,4.12
30,4,0,4,0,0,1,169.0,1,1.4,94.465,-41.8,4.96
59,5,0,0,0,1,0,123.0,1,1.1,93.994,-36.4,4.858
43,0,0,0,0,0,1,644.5,1,1.4,93.918,-42.7,4.962
46,3,0,2,0,0,0,123.0,3,-0.1,93.2,-42.0,4.076
59,2,2,4,0,1,0,91.0,1,-2.9,92.201,-31.4,0.883
30,1,1,1,0,0,0,644.5,3,1.4,93.918,-42.7,4.962
53,1,0,1,0,0,0,336.0,3,1.4,93.918,-42.7,4.96
29,2,1,5,0,0,0,9.0,6,1.4,93.444,-36.1,4.965
34,6,0,5,0,1,0,57.0,4,-1.8,93.369,-34.8,0.635
27,4,1,1,0,0,0,215.0,1,-1.8,92.893,-46.2,1.266
29,7,0,5,0,1,1,298.0,1,-1.8,92.893,-46.2,1.25
38,1,0,1,0,1,0,512.0,1,1.1,93.994,-36.4,4.859
49,6,0,5,0,1,0,116.0,1,-0.1,93.2,-42.0,4.153
54,4,0,1,0,0,0,77.0,5,1.4,94.465,-41.8,4.96
33,4,0,5,0,1,0,42.0,1,1.4,93.918,-42.7,4.963
54,4,0,2,0,1,0,644.5,1,1.4,93.918,-42.7,4.962
32,3,0,2,0,1,0,71.0,2,1.1,93.994,-36.4,4.857
31,4,0,4,0,0,0,51.0,1,1.4,93.444,-36.1,4.963
48,4,2,5,0,1,0,78.0,3,1.4,94.465,-41.8,4.962
33,4,1,4,0,0,0,115.0,3,1.4,93.918,-42.7,4.961
45,4,2,1,0,1,0,174.0,1,-1.8,92.893,-46.2,1.327
34,3,0,5,0,1,0,15.0,6,1.4,93.918,-42.7,4.968
