age,job_n,education_n,duration,campaign,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,y
35.0,1.0,2.0,178.0,2.0,-1.8,92.893,-46.2,1.344,0
50.0,4.0,5.0,49.0,1.0,-0.1,93.2,-42.0,4.021,0
39.0,6.0,5.0,306.0,1.0,1.4,93.444,-36.1,4.965,1
50.0,2.0,5.0,153.0,6.0,1.4,94.465,-41.8,4.958,0
54.0,3.0,5.0,370.0,1.0,1.1,93.994,-36.4,4.859,0
34.0,3.0,0.0,120.0,2.0,-0.1,93.2,-42.0,4.153,0
35.0,3.0,0.0,127.0,5.0,-1.8,92.893,-46.2,1.299,0
45.0,2.0,4.0,132.0,1.0,-1.8,92.893,-46.2,1.313,0
25.0,4.0,5.0,158.0,1.0,-1.8,92.893,-46.2,1.291,0
47.0,2.0,1.0,59.0,6.0,1.4,93.444,-36.1,4.962,0
37.0,4.0,4.0,127.0,3.0,1.4,93.918,-42.7,4.957,0
31.0,10.0,1.0,107.0,1.0,-0.1,93.2,-42.0,4.153,0
28.0,10.0,1.0,250.0,2.0,-1.7,94.215,-40.3,0.827,1
29.0,9.0,4.0,609.0,1.0,1.4,94.465,-41.8,4.962,0
49.0,2.0,1.0,139.0,1.0,1.1,93.994,-36.4,4.858,0
54.0,6.0,5.0,138.0,3.0,-1.8,93.075,-47.1,1.405,0
31.0,1.0,1.0,89.0,1.0,1.4,94.465,-41.8,4.864,0
48.0,3.0,3.0,57.0,2.0,-1.8,92.893,-46.2,1.25,0
39.0,2.0,3.0,150.0,2.0,1.1,93.994,-36.4,4.855,0
33.0,1.0,1.0,69.0,1.0,-1.8,92.893,-46.2,1.344,0
32.0,7.0,1.0,6.0,1.0,-1.1,94.199,-37.5,0.877,0
32.0,4.0,4.0,146.0,2.0,-1.8,92.893,-46.2,1.344,0
55.0,4.0,5.0,41.0,3.0,1.1,93.994,-36.4,4.864,0
30.0,2.0,1.0,101.0,1.0,1.1,93.994,-36.4,4.856,0
28.0,3.0,2.0,36.0,1.0,1.4,93.918,-42.7,4.955,0
36.0,3.0,2.0,153.0,1.0,1.4,94.465,-41.8,4.959,0
31.0,9.0,5.0,164.0,1.0,-3.4,92.431,-26.9,0.722,1
39.0,1.0,1.0,186.0,4.0,-1.8,92.893,-46.2,1.313,0
28.0,1.0,1.0,386.0,1.0,1.1,93.994,-36.4,4.855,0
35.0,2.0,1.0,393.0,1.0,1.4,93.918,-42.7,4.963,0
43.0,6.0,0.0,257.0,3.0,1.1,93.994,-36.4,4.855,0
34.0,4.0,4.0,346.0,5.0,1.4,93.444,-36.1,4.964,0
52.0,3.0,3.0,346.0,3.0,1.1,93.994,-36.4,4.855,0
35.0,2.0,1.0,194.0,1.0,-3.4,92.431,-26.9,0.754,1
38.0,2.0,5.0,134.0,1.0,-1.8,92.893,-46.2,1.281,0
36.0,2.0,5.0,133.0,1.0,1.4,93.918,-42.7,4.961,0
33.0,9.0,5.0,55.0,1.0,-0.1,93.2,-42.0,4.076,0
77.0,5.0,0.0,90.0,2.0,-3.4,92.649,-30.1,0.718,0
53.0,0.0,0.0,165.0,6.0,1.4,93.918,-42.7,4.961,0
44.0,3.0,3.0,103.0,3.0,1.1,93.994,-36.4,4.856,0
27.0,6.0,4.0,325.0,1.0,-3.4,92.649,-30.1,0.716,1
54.0,3.0,0.0,146.0,1.0,1.4,93.444,-36.1,4.963,0
46.0,2.0,3.0,349.0,2.0,-1.8,92.893,-46.2,1.291,0
33.0,3.0,3.0,593.0,1.0,-0.1,93.2,-42.0,4.076,1
48.0,2.0,1.0,139.0,2.0,1.1,93.994,-36.4,4.86,0
39.0,6.0,2.0,177.0,1.0,-1.8,93.075,-47.1,1.405,0
56.0,3.0,2.0,223.0,1.0,-1.8,93.075,-47.1,1.405,0
35.0,4.0,4.0,187.0,1.0,-1.7,94.055,-39.8,0.713,1
27.0,2.0,4.0,444.0,1.0,-1.8,92.893,-46.2,1.266,0
38.0,6.0,5.0,35.0,4.0,1.4,93.444,-36.1,4.968,0
45.0,3.0,2.0,129.0,5.0,1.1,93.994,-36.4,4.856,0
23.0,7.0,5.0,119.0,1.0,1.4,93.918,-42.7,4.962,0
32.0,2.0,5.0,588.0,3.0,1.4,93.444,-36.1,4.966,0
54.0,2.0,5.0,243.0,3.0,1.4,93.444,-36.1,4.966,0
31.0,3.0,1.0,410.0,1.0,1.1,93.994,-36.4,4.857,0
27.0,4.0,4.0,93.0,6.0,1.4,93.918,-42.7,4.96,0
26.0,2.0,1.0,644.5,2.0,1.4,93.918,-42.7,4.959,0
23.0,10.0,1.0,123.0,1.0,-2.9,92.201,-31.4,0.861,0
38.0,2.0,4.0,314.0,2.0,1.1,93.994,-36.4,4.857,0
35.0,1.0,1.0,107.0,1.0,-1.8,93.075,-47.1,1.405,0
46.0,3.0,3.0,79.0,2.0,1.1,93.994,-36.4,4.857,0
48.0,3.0,0.0,53.0,1.0,-0.1,93.2,-42.0,4.021,0
37.0,2.0,5.0,77.0,2.0,1.4,93.918,-42.7,4.961,0
30.0,1.0,1.0,644.5,1.0,1.4,93.918,-42.7,4.963,1
29.0,1.0,1.0,103.0,2.0,1.4,94.465,-41.8,4.967,0
33.0,2.0,1.0,113.0,2.0,-1.8,93.075,-47.1,1.365,0
33.0,4.0,4.0,395.0,1.0,-1.1,94.199,-37.5,0.879,1
29.0,4.0,5.0,135.0,3.0,-1.8,93.749,-34.6,0.645,0
47.0,2.0,5.0,644.5,3.0,-1.1,94.601,-49.5,1.0,1
37.0,4.0,5.0,15.0,6.0,1.4,93.444,-36.1,4.965,0
33.0,2.0,5.0,259.0,2.0,1.4,93.444,-36.1,4.964,0
34.0,2.0,5.0,190.0,1.0,-1.8,92.893,-46.2,1.259,0
61.0,2.0,5.0,425.0,1.0,-1.7,94.027,-38.3,0.903,1
53.0,2.0,5.0,177.0,1.0,1.4,93.444,-36.1,4.964,0
36.0,3.0,2.0,10.0,6.0,-1.8,92.893,-46.2,1.281,0
32.0,2.0,5.0,112.0,1.0,-1.8,92.893,-46.2,1.264,0
42.0,4.0,5.0,46.0,3.0,1.1,93.994,-36.4,4.864,0
27.0,2.0,5.0,371.0,1.0,-1.8,93.369,-34.8,0.635,0
49.0,2.0,3.0,73.0,2.0,1.4,93.918,-42.7,4.961,0
41.0,3.0,3.0,644.0,1.0,1.4,94.465,-41.8,4.96,0
59.0,4.0,5.0,464.0,2.0,1.1,93.994,-36.4,4.864,0
40.0,4.0,3.0,27.0,4.0,1.4,94.465,-41.8,4.967,0
22.0,10.0,1.0,245.0,2.0,-1.8,92.893,-46.2,1.266,0
33.0,4.0,5.0,203.0,2.0,-2.9,92.963,-40.8,1.26,0
31.0,3.0,5.0,320.0,1.0,1.4,93.918,-42.7,4.957,0
39.0,4.0,5.0,141.0,6.0,1.4,93.918,-42.7,4.963,0
28.0,6.0,5.0,329.0,4.0,1.4,93.918,-42.7,4.963,0
39.0,3.0,0.0,166.0,3.0,-1.8,92.893,-46.2,1.327,0
44.0,6.0,1.0,13.0,1.0,1.4,93.918,-42.7,4.962,0
24.0,10.0,1.0,200.0,1.0,-2.9,92.201,-31.4,0.849,0
43.0,3.0,0.0,339.0,3.0,1.1,93.994,-36.4,4.858,0
34.0,4.0,5.0,251.0,3.0,1.4,93.918,-42.7,4.968,0
37.0,1.0,1.0,54.0,4.0,-3.4,92.649,-30.1,0.715,0
48.0,2.0,5.0,71.0,6.0,-0.1,93.2,-42.0,4.021,0
30.0,2.0,1.0,82.0,1.0,1.4,93.444,-36.1,4.964,0
29.0,2.0,1.0,28.0,1.0,-1.7,94.215,-40.3,0.782,0
38.0,9.0,5.0,83.0,4.0,1.4,93.918,-42.7,4.963,0
45.0,3.0,2.0,222.0,1.0,1.4,94.465,-41.8,4.866,0
41.0,8.0,3.0,376.0,6.0,1.4,94.465,-41.8,4.962,0
46.0,1.0,1.0,222.0,3.0,-1.8,92.893,-46.2,1.299,0
46.0,4.0,4.0,81.0,2.0,1.4,93.444,-36.1,4.962,0
30.0,4.0,5.0,149.0,6.0,1.4,93.918,-42.7,4.96,0
29.0,2.0,1.0,268.0,2.0,-1.7,94.215,-40.3,0.861,1
27.0,2.0,4.0,109.0,3.0,-1.8,92.893,-46.2,1.25,0
42.0,2.0,1.0,380.0,3.0,-1.8,93.075,-47.1,1.41,0
34.0,3.0,3.0,192.0,3.0,-1.8,92.893,-46.2,1.291,0
23.0,4.0,5.0,116.0,1.0,-2.9,92.201,-31.4,0.861,0
42.0,6.0,5.0,123.0,1.0,1.1,93.994,-36.4,4.859,0
40.0,2.0,5.0,176.0,2.0,1.4,94.465,-41.8,4.864,0
25.0,2.0,1.0,252.0,1.0,1.4,93.918,-42.7,4.96,0
57.0,5.0,0.0,253.0,1.0,1.4,93.918,-42.7,4.962,0
38.0,3.0,5.0,456.0,1.0,1.1,93.994,-36.4,4.856,0
30.0,2.0,5.0,644.5,4.0,-1.8,92.893,-46.2,1.354,1
59.0,3.0,0.0,413.0,4.0,1.4,93.444,-36.1,4.965,0
33.0,2.0,1.0,110.0,2.0,1.1,93.994,-36.4,4.857,0
31.0,3.0,2.0,298.0,1.0,1.1,93.994,-36.4,4.856,0
54.0,3.0,3.0,644.5,1.0,1.4,93.444,-36.1,4.963,1
27.0,2.0,1.0,644.5,2.0,1.4,93.918,-42.7,4.96,1
29.0,3.0,2.0,455.0,1.0,-1.8,92.893,-46.2,1.291,0
34.0,3.0,3.0,644.5,4.0,1.1,93.994,-36.4,4.857,1
29.0,6.0,5.0,207.0,4.0,-3.0,92.713,-33.0,0.707,0
47.0,6.0,5.0,550.0,3.0,1.1,93.994,-36.4,4.856,0
33.0,1.0,1.0,644.5,1.0,1.1,93.994,-36.4,4.855,0
43.0,2.0,5.0,79.0,3.0,1.4,93.444,-36.1,4.967,0
32.0,4.0,5.0,96.0,1.0,-3.4,92.431,-26.9,0.728,1
40.0,3.0,0.0,178.0,5.0,-0.1,93.2,-42.0,4.12,0
36.0,3.0,2.0,109.0,1.0,1.4,93.918,-42.7,4.961,0
33.0,2.0,1.0,578.0,2.0,-2.9,92.201,-31.4,0.854,0
42.0,3.0,2.0,89.0,4.0,1.1,93.994,-36.4,4.857,0
41.0,2.0,1.0,328.0,3.0,1.4,94.465,-41.8,4.959,0
31.0,4.0,4.0,644.5,1.0,1.4,93.918,-42.7,4.962,1
30.0,2.0,5.0,190.0,1.0,1.4,93.444,-36.1,4.963,0
55.0,5.0,3.0,248.0,3.0,1.4,93.444,-36.1,4.965,0
47.0,2.0,5.0,384.0,6.0,1.4,93.444,-36.1,4.963,1
28.0,2.0,5.0,333.0,1.0,-2.9,92.963,-40.8,1.26,0
31.0,8.0,5.0,644.5,1.0,-3.0,92.713,-33.0,0.715,1
78.0,2.0,5.0,234.0,1.0,-3.4,92.379,-29.8,0.781,1
31.0,2.0,5.0,374.0,2.0,-1.8,92.893,-46.2,1.291,0
34.0,6.0,5.0,281.0,1.0,-1.8,92.893,-46.2,1.327,0
28.0,3.0,3.0,576.0,2.0,1.4,93.918,-42.7,4.96,0
33.0,3.0,3.0,9.0,1.0,-1.7,94.215,-40.3,0.827,0
58.0,2.0,0.0,644.5,1.0,-1.8,92.893,-46.2,1.25,1
58.0,1.0,1.0,29.0,6.0,-1.8,92.893,-46.2,1.344,0
37.0,2.0,5.0,206.0,2.0,-3.0,92.713,-33.0,0.706,1
54.0,4.0,5.0,431.0,2.0,1.4,94.465,-41.8,4.967,0
53.0,2.0,1.0,52.0,3.0,1.4,93.918,-42.7,4.961,0
30.0,4.0,5.0,399.0,2.0,-0.1,93.2,-42.0,4.076,0
30.0,3.0,3.0,165.0,1.0,-1.8,92.893,-46.2,1.299,0
40.0,4.0,5.0,117.0,2.0,1.4,93.444,-36.1,4.966,0
35.0,2.0,5.0,28.0,6.0,1.4,93.444,-36.1,4.962,0
44.0,3.0,0.0,644.5,1.0,-1.8,92.893,-46.2,1.344,0
36.0,2.0,5.0,146.0,1.0,-3.4,92.431,-26.9,0.742,0
58.0,4.0,4.0,321.0,2.0,-0.1,93.2,-42.0,4.076,0
32.0,4.0,1.0,202.0,1.0,1.1,93.994,-36.4,4.857,0
47.0,6.0,1.0,57.0,1.0,-1.8,92.893,-46.2,1.244,0
31.0,1.0,2.0,533.0,3.0,1.4,94.465,-41.8,4.962,0
33.0,3.0,0.0,328.0,2.0,-1.8,92.893,-46.2,1.313,0
48.0,9.0,3.0,90.0,1.0,1.4,93.918,-42.7,4.96,0
45.0,7.0,3.0,554.0,2.0,-0.1,93.2,-42.0,4.191,0
44.0,1.0,3.0,50.0,5.0,-1.8,92.893,-46.2,1.299,0
30.0,2.0,5.0,304.0,3.0,1.1,93.994,-36.4,4.857,0
25.0,1.0,3.0,350.0,2.0,1.4,93.918,-42.7,4.963,0
43.0,3.0,3.0,226.0,1.0,1.4,93.918,-42.7,4.957,0
37.0,2.0,1.0,207.0,1.0,-1.8,93.075,-47.1,1.405,0
57.0,8.0,5.0,318.0,3.0,1.4,94.465,-41.8,4.866,0
26.0,0.0,0.0,644.5,1.0,1.4,93.918,-42.7,4.958,0
29.0,2.0,5.0,155.0,3.0,1.4,93.444,-36.1,4.965,0
53.0,5.0,1.0,268.0,3.0,-0.1,93.2,-42.0,4.021,0
42.0,4.0,2.0,261.0,3.0,1.4,94.465,-41.8,4.962,0
38.0,4.0,1.0,89.0,2.0,1.4,93.444,-36.1,4.965,0
36.0,1.0,1.0,77.0,3.0,1.1,93.994,-36.4,4.857,0
29.0,2.0,5.0,644.5,2.0,1.4,94.465,-41.8,4.864,0
39.0,2.0,1.0,315.0,2.0,-2.9,92.201,-31.4,0.873,1
44.0,3.0,2.0,128.0,2.0,1.4,93.444,-36.1,4.965,0
58.0,3.0,2.0,306.0,6.0,1.4,93.918,-42.7,4.968,0
26.0,6.0,5.0,633.0,1.0,1.4,94.465,-41.8,4.959,0
49.0,3.0,5.0,171.0,1.0,1.1,93.994,-36.4,4.856,0
39.0,2.0,3.0,79.0,2.0,1.4,93.918,-42.7,4.96,0
28.0,3.0,1.0,7.0,1.0,1.1,93.994,-36.4,4.858,0
56.0,5.0,0.0,88.0,2.0,1.1,93.994,-36.4,4.857,0
21.0,10.0,1.0,202.0,2.0,-2.9,92.963,-40.8,1.266,1
34.0,3.0,3.0,110.0,1.0,1.1,93.994,-36.4,4.86,0
29.0,6.0,5.0,644.5,1.0,-0.1,93.2,-42.0,4.153,0
41.0,3.0,3.0,364.0,1.0,-1.8,92.893,-46.2,1.281,0
59.0,1.0,1.0,231.0,1.0,1.1,93.994,-36.4,4.856,0
36.0,4.0,5.0,219.0,2.0,-1.8,92.893,-46.2,1.299,0
52.0,6.0,5.0,451.0,1.0,-1.8,92.893,-46.2,1.334,1
39.0,8.0,5.0,356.0,3.0,1.4,93.918,-42.7,4.962,0
71.0,5.0,1.0,222.0,1.0,-1.1,94.199,-37.5,0.886,0
43.0,3.0,0.0,644.5,2.0,-1.8,92.893,-46.2,1.266,1
31.0,4.0,5.0,228.0,2.0,-1.8,92.843,-50.0,1.531,1
25.0,2.0,5.0,174.0,2.0,1.4,93.918,-42.7,4.958,0
32.0,4.0,5.0,457.0,1.0,-1.8,92.893,-46.2,1.25,0
44.0,2.0,1.0,131.0,1.0,-1.8,92.893,-46.2,1.313,0
36.0,4.0,4.0,541.0,2.0,-1.8,92.893,-46.2,1.291,0
26.0,3.0,1.0,49.0,3.0,-1.8,92.893,-46.2,1.25,0
35.0,3.0,2.0,112.0,1.0,-1.8,92.893,-46.2,1.266,0
41.0,2.0,5.0,331.0,2.0,-0.1,93.2,-42.0,4.153,0
30.0,2.0,5.0,483.0,1.0,1.4,93.918,-42.7,4.957,0
41.0,3.0,5.0,161.0,1.0,1.4,93.918,-42.7,4.962,0
57.0,1.0,4.0,160.0,3.0,1.4,93.444,-36.1,4.964,0
44.0,3.0,0.0,148.0,5.0,-1.8,92.893,-46.2,1.327,0
53.0,3.0,3.0,61.0,1.0,1.1,93.994,-36.4,4.857,0
57.0,4.0,1.0,290.0,2.0,-2.9,92.201,-31.4,0.884,1
39.0,2.0,1.0,433.0,2.0,-1.8,93.075,-47.1,1.41,0
31.0,3.0,3.0,644.5,3.0,1.4,93.918,-42.7,4.961,0
46.0,2.0,2.0,7.0,6.0,-1.8,92.893,-46.2,1.244,0
34.0,2.0,1.0,293.0,1.0,1.4,93.918,-42.7,4.962,0
36.0,3.0,4.0,324.0,5.0,1.4,94.465,-41.8,4.959,0
27.0,2.0,5.0,143.0,1.0,-1.1,94.601,-49.5,0.982,0
31.0,3.0,3.0,415.0,1.0,-0.1,93.2,-42.0,4.076,0
26.0,1.0,3.0,22.0,2.0,1.1,93.994,-36.4,4.857,0
31.0,2.0,5.0,166.0,1.0,-0.1,93.2,-42.0,4.076,0
40.0,4.0,4.0,644.5,6.0,1.4,93.918,-42.7,4.968,0
32.0,8.0,5.0,276.0,2.0,-2.9,92.469,-33.6,1.072,1
36.0,3.0,2.0,111.0,1.0,-0.1,93.2,-42.0,4.153,0
59.0,4.0,4.0,378.0,4.0,1.4,93.444,-36.1,4.967,0
33.0,4.0,1.0,176.0,1.0,1.4,93.918,-42.7,4.962,0
32.0,2.0,5.0,129.0,1.0,1.4,93.918,-42.7,4.968,0
73.0,5.0,0.0,305.0,1.0,-2.9,92.201,-31.4,0.881,0
33.0,7.0,1.0,74.0,1.0,-1.8,92.893,-46.2,1.264,0
61.0,2.0,0.0,154.0,1.0,-1.8,92.893,-46.2,1.266,0
33.0,4.0,4.0,110.0,1.0,-1.8,92.893,-46.2,1.244,0
35.0,0.0,1.0,82.0,6.0,1.1,93.994,-36.4,4.857,0
31.0,4.0,5.0,111.0,3.0,1.4,93.444,-36.1,4.964,0
52.0,6.0,5.0,272.0,1.0,1.4,93.918,-42.7,4.957,0
30.0,4.0,1.0,79.0,2.0,1.4,93.444,-36.1,4.965,0
38.0,3.0,3.0,289.0,3.0,1.1,93.994,-36.4,4.857,0
32.0,2.0,5.0,94.0,1.0,1.4,94.465,-41.8,4.864,0
72.0,5.0,0.0,155.0,1.0,-3.4,92.431,-26.9,0.72,0
57.0,6.0,5.0,461.0,1.0,1.1,93.994,-36.4,4.857,0
29.0,6.0,5.0,84.0,3.0,1.4,93.918,-42.7,4.962,0
53.0,8.0,5.0,371.0,2.0,1.1,93.994,-36.4,4.864,0
35.0,3.0,2.0,240.0,2.0,-1.8,92.893,-46.2,1.344,0
57.0,4.0,1.0,315.0,1.0,1.1,93.994,-36.4,4.858,0
47.0,3.0,0.0,95.0,3.0,1.4,93.918,-42.7,4.96,0
48.0,2.0,5.0,172.0,3.0,-1.7,94.027,-38.3,0.904,1
27.0,2.0,1.0,586.0,2.0,-1.7,94.055,-39.8,0.761,1
31.0,7.0,4.0,192.0,1.0,-0.1,93.2,-42.0,4.12,0
48.0,3.0,0.0,128.0,1.0,1.4,93.918,-42.7,4.962,0
35.0,4.0,4.0,228.0,1.0,1.4,93.444,-36.1,4.965,0
25.0,2.0,1.0,121.0,1.0,-2.9,92.201,-31.4,0.879,0
44.0,2.0,3.0,83.0,2.0,1.4,93.918,-42.7,4.96,0
28.0,4.0,4.0,240.0,1.0,-1.8,92.893,-46.2,1.291,0
41.0,4.0,5.0,162.0,1.0,1.1,93.994,-36.4,4.858,0
45.0,3.0,0.0,395.0,6.0,1.4,93.444,-36.1,4.964,0
32.0,4.0,1.0,50.0,1.0,-0.1,93.2,-42.0,4.021,0
30.0,1.0,1.0,213.0,2.0,-1.8,92.893,-46.2,1.299,0
45.0,4.0,5.0,163.0,3.0,1.4,94.465,-41.8,4.961,0
43.0,6.0,4.0,310.0,1.0,1.1,93.994,-36.4,4.857,0
43.0,4.0,4.0,644.5,5.0,1.4,93.444,-36.1,4.964,0
32.0,2.0,5.0,449.0,2.0,-3.0,92.713,-33.0,0.707,1
47.0,3.0,3.0,221.0,4.0,1.1,93.994,-36.4,4.86,0
38.0,4.0,4.0,253.0,1.0,-0.1,93.2,-42.0,4.191,0
28.0,10.0,1.0,188.0,1.0,-2.9,92.201,-31.4,0.879,0
36.0,1.0,1.0,195.0,4.0,1.1,93.994,-36.4,4.858,0
52.0,9.0,5.0,221.0,2.0,-0.1,93.2,-42.0,4.021,0
54.0,1.0,1.0,105.0,1.0,1.4,93.918,-42.7,4.962,0
52.0,9.0,5.0,97.0,3.0,1.4,93.918,-42.7,4.96,0
46.0,3.0,2.0,144.0,6.0,1.4,94.465,-41.8,4.961,0
34.0,3.0,3.0,146.0,4.0,1.4,93.918,-42.7,4.96,0
44.0,2.0,1.0,111.0,4.0,-1.8,92.893,-46.2,1.25,0
33.0,2.0,5.0,576.0,1.0,1.1,93.994,-36.4,4.859,0
53.0,1.0,1.0,429.0,1.0,1.1,93.994,-36.4,4.859,0
34.0,1.0,1.0,543.0,2.0,-1.8,93.075,-47.1,1.445,0
35.0,3.0,4.0,218.0,2.0,1.4,93.918,-42.7,4.963,0
32.0,3.0,0.0,188.0,2.0,1.4,94.465,-41.8,4.961,0
50.0,2.0,3.0,23.0,6.0,1.4,93.444,-36.1,4.962,0
21.0,1.0,5.0,28.0,1.0,-1.7,94.027,-38.3,0.888,0
48.0,3.0,2.0,48.0,1.0,1.4,93.444,-36.1,4.963,0
39.0,6.0,5.0,644.5,6.0,1.4,93.444,-36.1,4.968,1
34.0,3.0,3.0,340.0,1.0,-1.8,93.075,-47.1,1.41,0
34.0,2.0,5.0,118.0,3.0,1.4,93.444,-36.1,4.965,0
33.0,2.0,1.0,74.0,2.0,-2.9,92.963,-40.8,1.262,0
34.0,2.0,5.0,147.0,3.0,1.4,93.444,-36.1,4.964,0
33.0,2.0,5.0,226.0,4.0,1.4,93.444,-36.1,4.966,0
44.0,8.0,5.0,10.0,4.0,1.4,94.465,-41.8,4.959,0
56.0,2.0,5.0,552.0,3.0,1.4,93.444,-36.1,4.964,1
43.0,7.0,0.0,92.0,1.0,1.1,93.994,-36.4,4.855,0
36.0,8.0,4.0,110.0,4.0,1.4,93.918,-42.7,4.961,0
44.0,8.0,4.0,134.0,1.0,-1.7,94.055,-39.8,0.742,0
26.0,10.0,1.0,176.0,2.0,-1.8,92.893,-46.2,1.344,0
30.0,8.0,5.0,185.0,1.0,-2.9,92.469,-33.6,1.044,0
36.0,8.0,5.0,406.0,1.0,-0.1,93.2,-42.0,4.191,0
30.0,8.0,5.0,311.0,6.0,1.4,93.918,-42.7,4.963,0
33.0,4.0,3.0,68.0,1.0,1.1,93.994,-36.4,4.857,0
51.0,2.0,1.0,40.0,5.0,1.4,94.465,-41.8,4.959,0
55.0,3.0,3.0,23.0,2.0,1.4,94.465,-41.8,4.959,0
28.0,2.0,5.0,72.0,2.0,-3.4,92.431,-26.9,0.722,0
45.0,2.0,1.0,109.0,2.0,-1.8,93.075,-47.1,1.435,0
46.0,2.0,1.0,418.0,1.0,1.4,94.465,-41.8,4.96,0
32.0,6.0,5.0,116.0,1.0,-1.8,92.843,-50.0,1.703,1
37.0,3.0,2.0,158.0,5.0,-1.8,92.893,-46.2,1.281,0
24.0,10.0,5.0,644.5,1.0,-1.1,94.199,-37.5,0.886,0
51.0,3.0,0.0,159.0,1.0,-1.8,92.893,-46.2,1.266,0
50.0,2.0,2.0,178.0,1.0,1.4,93.444,-36.1,4.963,0
54.0,3.0,0.0,403.0,1.0,1.4,93.444,-36.1,4.965,0
47.0,5.0,5.0,644.5,6.0,1.4,93.918,-42.7,4.961,0
34.0,3.0,1.0,39.0,1.0,-1.8,92.893,-46.2,1.281,0
34.0,4.0,5.0,91.0,6.0,1.4,93.918,-42.7,4.962,0
33.0,4.0,5.0,325.0,1.0,-1.8,92.843,-50.0,1.614,0
49.0,9.0,5.0,140.0,2.0,-1.8,92.893,-46.2,1.281,0
57.0,3.0,0.0,69.0,2.0,1.4,94.465,-41.8,4.961,0
30.0,2.0,5.0,37.0,3.0,1.4,93.444,-36.1,4.964,0
34.0,4.0,5.0,193.0,2.0,-1.8,93.075,-47.1,1.365,0
29.0,3.0,3.0,411.0,1.0,1.4,94.465,-41.8,4.961,0
40.0,9.0,3.0,255.0,6.0,1.1,93.994,-36.4,4.855,0
35.0,8.0,4.0,29.0,1.0,1.4,94.465,-41.8,4.955,0
42.0,6.0,2.0,89.0,3.0,1.1,93.994,-36.4,4.856,0
52.0,4.0,5.0,164.0,1.0,-1.1,94.767,-50.8,1.048,0
38.0,3.0,2.0,144.0,2.0,1.4,94.465,-41.8,4.865,0
46.0,7.0,2.0,179.0,1.0,1.4,94.465,-41.8,4.864,0
56.0,9.0,5.0,129.0,1.0,-2.9,92.469,-33.6,1.072,0
43.0,6.0,5.0,177.0,1.0,-1.8,93.075,-47.1,1.41,0
33.0,2.0,5.0,644.5,1.0,-2.9,92.469,-33.6,1.059,1
44.0,3.0,5.0,239.0,1.0,1.4,94.465,-41.8,4.961,0
30.0,2.0,5.0,344.0,2.0,1.4,93.918,-42.7,4.963,0
33.0,2.0,5.0,355.0,1.0,-1.8,93.075,-47.1,1.415,1
38.0,1.0,1.0,95.0,3.0,-1.8,93.075,-47.1,1.405,0
35.0,4.0,4.0,211.0,1.0,1.1,93.994,-36.4,4.857,0
63.0,3.0,0.0,107.0,3.0,-2.9,92.201,-31.4,0.869,0
32.0,2.0,1.0,193.0,6.0,1.4,93.918,-42.7,4.961,0
49.0,2.0,5.0,164.0,1.0,-1.8,92.893,-46.2,1.313,0
34.0,4.0,3.0,103.0,1.0,-1.8,92.893,-46.2,1.299,0
58.0,3.0,4.0,214.0,2.0,1.1,93.994,-36.4,4.857,0
33.0,4.0,5.0,340.0,1.0,-1.8,92.893,-46.2,1.299,0
41.0,2.0,5.0,166.0,2.0,-1.8,92.893,-46.2,1.244,0
36.0,6.0,5.0,638.0,2.0,-0.1,93.2,-42.0,4.12,0
27.0,2.0,1.0,290.0,2.0,1.4,93.918,-42.7,4.962,0
32.0,3.0,3.0,178.0,2.0,1.1,93.994,-36.4,4.857,0
48.0,2.0,1.0,40.0,4.0,1.4,93.444,-36.1,4.965,0
30.0,8.0,4.0,329.0,2.0,-0.1,93.2,-42.0,4.076,0
57.0,5.0,2.0,128.0,1.0,-1.8,92.893,-46.2,1.327,0
46.0,2.0,5.0,153.0,1.0,1.4,93.918,-42.7,4.958,0
37.0,4.0,4.0,72.0,1.0,1.4,93.444,-36.1,4.964,0
36.0,2.0,1.0,464.0,3.0,1.4,93.918,-42.7,4.957,0
41.0,2.0,5.0,84.0,5.0,1.4,93.444,-36.1,4.962,0
43.0,2.0,5.0,48.0,1.0,-1.8,92.893,-46.2,1.291,0
37.0,2.0,5.0,364.0,2.0,-1.8,92.893,-46.2,1.313,0
32.0,3.0,3.0,59.0,4.0,1.1,93.994,-36.4,4.857,0
42.0,2.0,5.0,150.0,2.0,1.4,93.444,-36.1,4.967,0
29.0,6.0,1.0,103.0,4.0,1.4,93.918,-42.7,4.961,0
38.0,9.0,0.0,644.5,1.0,-1.8,93.075,-47.1,1.41,0
41.0,6.0,5.0,149.0,2.0,1.1,93.994,-36.4,4.856,0
54.0,0.0,0.0,72.0,2.0,1.4,93.444,-36.1,4.965,0
53.0,4.0,4.0,178.0,2.0,1.4,93.444,-36.1,4.964,0
51.0,9.0,0.0,446.0,2.0,1.1,93.994,-36.4,4.856,0
37.0,8.0,5.0,465.0,1.0,-1.8,93.075,-47.1,1.365,1
30.0,4.0,2.0,25.0,1.0,-1.8,92.893,-46.2,1.266,0
35.0,2.0,5.0,644.5,4.0,1.4,93.918,-42.7,4.961,0
57.0,2.0,1.0,162.0,1.0,1.4,93.918,-42.7,4.961,0
37.0,4.0,1.0,318.0,2.0,-1.8,93.075,-47.1,1.405,0
32.0,1.0,3.0,329.0,1.0,1.1,93.994,-36.4,4.857,0
